"If your server is behind a firewall, or if the extension has problems uploading the exported files, please set this to ""Yes"".","If your server is behind a firewall, or if the extension has problems uploading the exported files, please set this to ""Yes""."
"Export Directory","Export Directory"
"This is the absolute path to the directory on the server where files will be uploaded to. This directory has to exist on the FTP server.","This is the absolute path to the directory on the server where files will be uploaded to. This directory has to exist on the FTP server."
"HTTP Configuration","HTTP Configuration"
"<b>Instructions</b>: To export data to a HTTP server, please follow the following steps:<br>1) Go into the <i>app/code/Xtento/ProductExport/Model/Destination/</i> directory and rename the file ""Http.php.sample"" to ""Http.php""<br>2) Enter the function name you want to call in the Http.php class in the field below.<br>3) Open the Http.php file and add a function that matches the function name you entered. This function will be called by this destination upon exporting then.<br><br><b>Example:</b> If you enter server1 in the function name field below, a method called server1($fileArray) must exist in the Http.php file. This way multiple HTTP servers can be added to the HTTP class, and can be called from different export destination, separated by the function name that is called. The function you add then gets called whenever this destination is executed by an export profile.","<b>Instructions</b>: To export data to a HTTP server, please follow the following steps:<br>1) Go into the <i>app/code/Xtento/ProductExport/Model/Destination/</i> directory and rename the file ""Http.php.sample"" to ""Http.php""<br>2) Enter the function name you want to call in the Http.php class in the field below.<br>3) Open the Http.php file and add a function that matches the function name you entered. This function will be called by this destination upon exporting then.<br><br><b>Example:</b> If you enter server1 in the function name field below, a method called server1($fileArray) must exist in the Http.php file. This way multiple HTTP servers can be added to the HTTP class, and can be called from different export destination, separated by the function name that is called. The function you add then gets called whenever this destination is executed by an export profile."
"Custom Function","Custom Function"
"Please make sure the function you enter exists like this in the app/code/Xtento/ProductExport/Model/Destination/Http.php file:<br>public function <i>yourFunctionName</i>($fileArray) { ... }","Please make sure the function you enter exists like this in the app/code/Xtento/ProductExport/Model/Destination/Http.php file:<br>public function <i>yourFunctionName</i>($fileArray) { ... }"
"Local Directory Configuration","Local Directory Configuration"
"Path to the directory where the exported file will be saved. Use an absolute path or specify a path relative to the Magento root directory by putting a dot at the beginning. Example to export into the var/export/ directory located in the root directory of Magento: ./var/export/  Example to export into an absolute directory: /var/www/test/ would export into the absolute path /var/www/test (and not located in the Magento installation)","Path to the directory where the exported file will be saved. Use an absolute path or specify a path relative to the Magento root directory by putting a dot at the beginning. Example to export into the var/export/ directory located in the root directory of Magento: ./var/export/  Example to export into an absolute directory: /var/www/test/ would export into the absolute path /var/www/test (and not located in the Magento installation)"
"Webservice Configuration","Webservice Configuration"
"<b>Instructions</b>: To export data to a webservice, please follow the following steps:<br>1) Go into the <i>app/code/Xtento/ProductExport/Model/Destination/</i> directory and rename the file ""Webservice.php.sample"" to ""Webservice.php""<br>2) Enter the function name you want to call in the Webservice.php class in the field below.<br>3) Open the Webservice.php file and add a function that matches the function name you entered. This function will be called by this destination upon exporting then.<br><br><b>Example:</b> If you enter server1 in the function name field below, a method called server1($fileArray) must exist in the Webservice.php file. This way multiple webservices can be added to the Webservice class, and can be called from different export destination, separated by the function name that is called. The function you add then gets called whenever this destination is executed by an export profile.","<b>Instructions</b>: To export data to a webservice, please follow the following steps:<br>1) Go into the <i>app/code/Xtento/ProductExport/Model/Destination/</i> directory and rename the file ""Webservice.php.sample"" to ""Webservice.php""<br>2) Enter the function name you want to call in the Webservice.php class in the field below.<br>3) Open the Webservice.php file and add a function that matches the function name you entered. This function will be called by this destination upon exporting then.<br><br><b>Example:</b> If you enter server1 in the function name field below, a method called server1($fileArray) must exist in the Webservice.php file. This way multiple webservices can be added to the Webservice class, and can be called from different export destination, separated by the function name that is called. The function you add then gets called whenever this destination is executed by an export profile."
"Please make sure the function you enter exists like this in the app/code/Xtento/ProductExport/Model/Destination/Webservice.php file:<br>public function <i>yourFunctionName</i>($fileArray) { ... }","Please make sure the function you enter exists like this in the app/code/Xtento/ProductExport/Model/Destination/Webservice.php file:<br>public function <i>yourFunctionName</i>($fileArray) { ... }"
"Export Destination","Export Destination"
"Export destinations control where exported files are sent to. Set up local directory, FTP, SFTP, etc. destinations and enable them in the export profiles ""Export Destinations"" tab.","Export destinations control where exported files are sent to. Set up local directory, FTP, SFTP, etc. destinations and enable them in the export profiles ""Export Destinations"" tab."
"No Result","No Result"
Failed,Failed
Success,Success
"Used in <strong>%1</strong> profile(s)","Used in <strong>%1</strong> profile(s)"
"Exported objects get logged here. You can see when an object was exported. Look up the execution log entry to see why. You can also delete objects here and have them re-exported if ""Export only new objects"" is set to ""Yes"".","Exported objects get logged here. You can see when an object was exported. Look up the execution log entry to see why. You can also delete objects here and have them re-exported if ""Export only new objects"" is set to ""Yes""."
"All exports are logged here. Find failed exports or download exported files.","All exports are logged here. Find failed exports or download exported files."
"No destination selected. Enable in the ""Export Destinations"" tab of the profile.","No destination selected. Enable in the ""Export Destinations"" tab of the profile."
"No files saved.","No files saved."
Warning,Warning
Event,Event
"--- Select Profile---","--- Select Profile---"
"%1 Export","%1 Export"
"ID: %1","ID: %1"
"Add New Profile","Add New Profile"
"Duplicate Profile","Duplicate Profile"
"Save Profile","Save Profile"
"Delete Profile","Delete Profile"
"Cronjob Export","Cronjob Export"
"<strong>Important</strong>: To use cron job exports, please make sure the Magento cronjob has been set up as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a>.","<strong>Important</strong>: To use cron job exports, please make sure the Magento cronjob has been set up as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a>."
"Cron seems to be running properly. Seconds since last execution: %1","Cron seems to be running properly. Seconds since last execution: %1"
"Cron doesn't seem to be set up at all. Cron did not execute within the last 15 minutes.","Cron doesn't seem to be set up at all. Cron did not execute within the last 15 minutes."
"Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again.","Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again."
"Cron doesn't seem to be set up properly. Cron did not execute within the last 15 minutes. Last execution was %1 seconds ago.","Cron doesn't seem to be set up properly. Cron did not execute within the last 15 minutes. Last execution was %1 seconds ago."
"Cron status wasn't checked yet. Please check back in 30 minutes.","Cron status wasn't checked yet. Please check back in 30 minutes."
"Cronjob Status","Cronjob Status"
"Enable Cronjob Export","Enable Cronjob Export"
"Export Frequency","Export Frequency"
"How often should the export be executed?","How often should the export be executed?"
"Custom Export Frequency","Custom Export Frequency"
"A custom cron expression can be entered here. Make sure to set ""Cronjob Frequency"" to ""Use custom frequency"" if you want to enter a custom cron expression here. To set up multiple cronjobs, separate multiple cron expressions by a semi-colon ; Example: */5 * * * *;0 3 * * * ","A custom cron expression can be entered here. Make sure to set ""Cronjob Frequency"" to ""Use custom frequency"" if you want to enter a custom cron expression here. To set up multiple cronjobs, separate multiple cron expressions by a semi-colon ; Example: */5 * * * *;0 3 * * * "
"Event-based Export","Event-based Export"
"If you want to initiate the export directly after a certain event has been dispatched in Magento, select the appropriate events here. One export per event will be created.","If you want to initiate the export directly after a certain event has been dispatched in Magento, select the appropriate events here. One export per event will be created."
"Export Events","Export Events"
"This is no valid cron expression.","This is no valid cron expression."
"Automatic Export","Automatic Export"
"The settings specified below will be applied to all manual and automatic exports. For manual exports, this can be changed in the ""Manual Export"" screen before exporting. If an %1 does not match the filters, it simply won't be exported.","The settings specified below will be applied to all manual and automatic exports. For manual exports, this can be changed in the ""Manual Export"" screen before exporting. If an %1 does not match the filters, it simply won't be exported."
"You have selected attributes in the ""Performance Settings"" section of the import profile. This means, only these product attributes will be available in the export. This message can be ignored if you know what you are doing, but if you think your products are missing fields in the export, then this may be caused by the ""Performance Settings"" attributes to export that you selected.","You have selected attributes in the ""Performance Settings"" section of the import profile. This means, only these product attributes will be available in the export. This message can be ignored if you know what you are doing, but if you think your products are missing fields in the export, then this may be caused by the ""Performance Settings"" attributes to export that you selected."
"Store View &amp; Customer Group","Store View &amp; Customer Group"
"Store View","Store View"
"--- Default Values ---","--- Default Values ---"
"Values for attributes retrieved for %1 will be fetched from this store view. <br/><strong>Attention:</strong> If no store view is selected, no SEO / rewritten %2 URLs will be exported,<br/>as the extension doesn't know which store the %3 you're exporting belongs to. It's recommended to set a store view here.","Values for attributes retrieved for %1 will be fetched from this store view. <br/><strong>Attention:</strong> If no store view is selected, no SEO / rewritten %2 URLs will be exported,<br/>as the extension doesn't know which store the %3 you're exporting belongs to. It's recommended to set a store view here."
"Customer Group","Customer Group"
"--- Not logged in ---","--- Not logged in ---"
"Prices will be fetched for this customer group.","Prices will be fetched for this customer group."
"%1 Filters","%1 Filters"
"Date From","Date From"
"Export only %1 created after date X (including day X).","Export only %1 created after date X (including day X)."
"Date To","Date To"
"Export only %1 created before date X (including day X).","Export only %1 created before date X (including day X)."
"Created during the last X days","Created during the last X days"
"Export only %1 created during the last X days (including day X). Only enter numbers here, nothing else. Leave empty if no ""created during the last X days"" filter should be applied.","Export only %1 created during the last X days (including day X). Only enter numbers here, nothing else. Leave empty if no ""created during the last X days"" filter should be applied."
"Updated during the last X minutes","Updated during the last X minutes"
"Export only %1 updated during the last X minutes. Only enter numbers here, nothing else. Leave empty if no ""created during the last X days"" filter should be applied.","Export only %1 updated during the last X minutes. Only enter numbers here, nothing else. Leave empty if no ""created during the last X days"" filter should be applied."
"Export only new %1","Export only new %1"
"Regardless whether you're using manual, cronjob or the event-based export, if set to yes, this setting will make sure every %1 gets exported only ONCE by this profile. This means, even if another export event gets called, if the %2 has been already exported by this profile, it won't be exported again. You can ""reset"" exported objects in the ""Profile Export History"" tab.","Regardless whether you're using manual, cronjob or the event-based export, if set to yes, this setting will make sure every %1 gets exported only ONCE by this profile. This means, even if another export event gets called, if the %2 has been already exported by this profile, it won't be exported again. You can ""reset"" exported objects in the ""Profile Export History"" tab."
"Advanced Product Filters","Advanced Product Filters"
"Export *only* in stock products","Export *only* in stock products"
"If set to yes, only products which are in stock will be exported.","If set to yes, only products which are in stock will be exported."
"Product visibilities to export","Product visibilities to export"
"--- All product visibilities ---","--- All product visibilities ---"
"Only products where the selected visibility value matches will be exported.","Only products where the selected visibility value matches will be exported."
"Product status to export","Product status to export"
"--- All product statuses ---","--- All product statuses ---"
"Only products where the selected status value matches will be exported.","Only products where the selected status value matches will be exported."
"Hidden Product Types","Hidden Product Types"
"--- No hidden product types ---","--- No hidden product types ---"
"The selected product types won't be exported and won't show up in the output format for this profile. You can still fetch information from the parent product in the XSL Template using the <i>parent_item/</i> node.","The selected product types won't be exported and won't show up in the output format for this profile. You can still fetch information from the parent product in the XSL Template using the <i>parent_item/</i> node."
"Additional filters: Export %1 only if the following conditions are met (Attention: When exporting many %2, set up the filter in the XSL Template - much faster)","Additional filters: Export %1 only if the following conditions are met (Attention: When exporting many %2, set up the filter in the XSL Template - much faster)"
Conditions,Conditions
"Performance Settings","Performance Settings"
"--- All attributes ---","--- All attributes ---"
"Product attributes to export","Product attributes to export"
"This can be used to speed up the export. Only the attributes selected below will be made available when exporting then. This is especially helpful if you have a lot product attributes. Select multiple attributes using the CTRL/SHIFT buttons on your keyboard.","This can be used to speed up the export. Only the attributes selected below will be made available when exporting then. This is especially helpful if you have a lot product attributes. Select multiple attributes using the CTRL/SHIFT buttons on your keyboard."
"Stores & Filters","Stores & Filters"
"This profile is disabled. No automatic exports will be made and the profile won't show up for manual exports.","This profile is disabled. No automatic exports will be made and the profile won't show up for manual exports."
"General Configuration","General Configuration"
Enabled,Enabled
"Export Type","Export Type"
"This setting can't be changed after creating the profile. Add a new profile for different export types.","This setting can't be changed after creating the profile. Add a new profile for different export types."
"Export Settings","Export Settings"
"Save local copies of exports","Save local copies of exports"
"If set to yes, local copies of the exported files will be saved in the ./var/productexport_bkp/ folder. If set to no, you won't be able to download old export files from the export/execution log.","If set to yes, local copies of the exported files will be saved in the ./var/productexport_bkp/ folder. If set to no, you won't be able to download old export files from the export/execution log."
"Export each %1 separately","Export each %1 separately"
"If set to yes, each %1 exported would be saved in a separate file. This means, for every %2 you export, one file will be created, with just the one %3 in there. If set to no, one file will be created with all the exported %4 in there.","If set to yes, each %1 exported would be saved in a separate file. This means, for every %2 you export, one file will be created, with just the one %3 in there. If set to no, one file will be created with all the exported %4 in there."
"Export empty files","Export empty files"
"If set to yes, every export will create a file. Even if 0 %1 have been exported, an empty export file will be created.","If set to yes, every export will create a file. Even if 0 %1 have been exported, an empty export file will be created."
"Remove HTML in exported data","Remove HTML in exported data"
"If set to yes, HTML/XML tags will get removed from any exported data using the PHP function strip_tags.","If set to yes, HTML/XML tags will get removed from any exported data using the PHP function strip_tags."
"Replace new lines in attribute values","Replace new lines in attribute values"
"Remove new lines from attribute values","Remove new lines from attribute values"
"Replace with a space","Replace with a space"
"Replace with <br />","Replace with <br />"
"No replacing","No replacing"
"If enabled, new lines (\n, \r, \r\n) in attribute values will be replaced.","If enabled, new lines (\n, \r, \r\n) in attribute values will be replaced."
"Remove store parameter from URL","Remove store parameter from URL"
"If set to yes, the ""___store"" parameter will be removed from exported product URLs. Only use this if you don't want the ___store parameter to show up in your product URLs.","If set to yes, the ""___store"" parameter will be removed from exported product URLs. Only use this if you don't want the ___store parameter to show up in your product URLs."
"Manual Export Settings","Manual Export Settings"
"Manual Export enabled","Manual Export enabled"
"If set to ""No"", this profile won't show up for manual exports at Products > Product Export > Manual Export and in the Products grid.","If set to ""No"", this profile won't show up for manual exports at Products > Product Export > Manual Export and in the Products grid."
"Save files on destinations for manual exports","Save files on destinations for manual exports"
"Do you want to save exported files on the configured export destinations when exporting manually? Or do you just want them to be saved on the configured export destinations for automatic exports?","Do you want to save exported files on the configured export destinations when exporting manually? Or do you just want them to be saved on the configured export destinations for automatic exports?"
"Serve files to browser after exporting manually","Serve files to browser after exporting manually"
"When exporting manually from the grid or ""Manual Export"" screen, if set to ""Yes"", the exported file will be served to the browser automatically after exporting. Ultimately this is controlled whether you check the ""Serve file to browser after exporting"" checkbox on the manual export screen or not.","When exporting manually from the grid or ""Manual Export"" screen, if set to ""Yes"", the exported file will be served to the browser automatically after exporting. Ultimately this is controlled whether you check the ""Serve file to browser after exporting"" checkbox on the manual export screen or not."
"Manual Export","Manual Export"
"The XSL Template ""translates"" the internal Magento database format into your required output format. You can find more information about XSL Templates in our <a href=""http://support.xtento.com/wiki/Magento_2_Extensions:Magento_Product_Export_Module"" target=""_blank"">support wiki</a>. If you don't want to create the XSL Template yourself, please refer to our <a href=""http://www.xtento.com/magento-services/xsl-template-creation-service.html"" target=""_blank"">XSL Template Creation Service</a>.<br/>Looking for the ready-to-use integrations that come with the extension out of the box? Please check out the setup instructions <a href=""http://support.xtento.com/wiki/Magento_2_Extensions:Magento_Product_Export_Module#Free_ready-to-use_XSL_Templates"" target=""_blank"">here</a>.","The XSL Template ""translates"" the internal Magento database format into your required output format. You can find more information about XSL Templates in our <a href=""http://support.xtento.com/wiki/Magento_2_Extensions:Magento_Product_Export_Module"" target=""_blank"">support wiki</a>. If you don't want to create the XSL Template yourself, please refer to our <a href=""http://www.xtento.com/magento-services/xsl-template-creation-service.html"" target=""_blank"">XSL Template Creation Service</a>.<br/>Looking for the ready-to-use integrations that come with the extension out of the box? Please check out the setup instructions <a href=""http://support.xtento.com/wiki/Magento_2_Extensions:Magento_Product_Export_Module#Free_ready-to-use_XSL_Templates"" target=""_blank"">here</a>."
"Output Format","Output Format"
"Export Profile","Export Profile"
"%1 Export Profile","%1 Export Profile"
NULL,NULL
Disabled,Disabled
"Product Export Navigation","Product Export Navigation"
name,name
"Get Help","Get Help"
"The XSLTProcessor class could not be found. This means your PHP installation is missing XSL features. You cannot export output formats using XSL Templates without the PHP XSL extension. Please get in touch with your hoster or server administrator to add XSL to your PHP configuration.","The XSLTProcessor class could not be found. This means your PHP installation is missing XSL features. You cannot export output formats using XSL Templates without the PHP XSL extension. Please get in touch with your hoster or server administrator to add XSL to your PHP configuration."
"Attention: The installed extension version is not compatible with the Enterprise Edition of Magento. The compatibility of the currently installed extension version has only been confirmed with the Community Edition of Magento. Please go to <a href=""https://www.xtento.com"" target=""_blank"">www.xtento.com</a> to purchase or download the Enterprise Edition of this extension in our store if you've already purchased it.","Attention: The installed extension version is not compatible with the Enterprise Edition of Magento. The compatibility of the currently installed extension version has only been confirmed with the Community Edition of Magento. Please go to <a href=""https://www.xtento.com"" target=""_blank"">www.xtento.com</a> to purchase or download the Enterprise Edition of this extension in our store if you've already purchased it."
"Cronjob status: Cron doesn't seem to be set up at all. Cron did not execute within the last 15 minutes. Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again.","Cronjob status: Cron doesn't seem to be set up at all. Cron did not execute within the last 15 minutes. Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again."
"Cronjob status: Cron doesn't seem to be set up properly. Cron did not execute within the last 15 minutes. Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again.","Cronjob status: Cron doesn't seem to be set up properly. Cron did not execute within the last 15 minutes. Please make sure to set up the cronjob as explained <a href=""http://support.xtento.com/wiki/Setting_up_the_Magento_cronjob_(Magento_2)"" target=""_blank"">here</a> and check the cron status 15 minutes after setting up the cronjob properly again."
Products,Products
"Export Destinations","Export Destinations"
"Product Export - Destinations","Product Export - Destinations"
"This functionality has been disabled in the demo version of the module. Please contact us if you have questions regarding this functionality.","This functionality has been disabled in the demo version of the module. Please contact us if you have questions regarding this functionality."
"This destination does not exist anymore.","This destination does not exist anymore."
"Destination has been deleted successfully.","Destination has been deleted successfully."
"This destination no longer exists.","This destination no longer exists."
"Edit Destination","Edit Destination"
"New Destination","New Destination"
"Please select destinations to delete.","Please select destinations to delete."
"Total of %1 destination(s) were successfully deleted.","Total of %1 destination(s) were successfully deleted."
"The export destination has been saved.","The export destination has been saved."
"An error occurred while saving this export destination: %1","An error occurred while saving this export destination: %1"
"Could not find any data to save in the POST request. POST request too long maybe?","Could not find any data to save in the POST request. POST request too long maybe?"
"Export History","Export History"
"Product Export - Export History","Product Export - Export History"
"This history entry does not exist anymore.","This history entry does not exist anymore."
"History entry has been deleted successfully.","History entry has been deleted successfully."
"Please select history entries to delete.","Please select history entries to delete."
"Total of %1 history entries were successfully deleted.","Total of %1 history entries were successfully deleted."
"Product Export","Product Export"
"The extension is currently disabled. Please go to System > XTENTO Extensions > Product Export Configuration to enable it. After that access the module at Products > Product Export again.","The extension is currently disabled. Please go to System > XTENTO Extensions > Product Export Configuration to enable it. After that access the module at Products > Product Export again."
"The extension has not been installed properly. The required database tables have not been created yet. Please check out our <a href=""http://support.xtento.com/wiki/Troubleshooting:_Database_tables_have_not_been_initialized_(Magento_2)"" target=""_blank"">wiki</a> for instructions. After following these instructions access the module at Products > Product Export again.","The extension has not been installed properly. The required database tables have not been created yet. Please check out our <a href=""http://support.xtento.com/wiki/Troubleshooting:_Database_tables_have_not_been_initialized_(Magento_2)"" target=""_blank"">wiki</a> for instructions. After following these instructions access the module at Products > Product Export again."
"Execution Log","Execution Log"
"Product Export - Execution Log","Product Export - Execution Log"
"This log entry (ID: %1) does not exist anymore.","This log entry (ID: %1) does not exist anymore."
"There is nothing to download. No files have been saved with this export. (Log ID: %1)","There is nothing to download. No files have been saved with this export. (Log ID: %1)"
"File not found in local backup directory: %1 (Log ID: %2)","File not found in local backup directory: %1 (Log ID: %2)"
"One or more files of this export have been deleted from the local backup directory. Please click <a href=""%1"">here</a> to download the remaining existing files. (Log ID: %2)","One or more files of this export have been deleted from the local backup directory. Please click <a href=""%1"">here</a> to download the remaining existing files. (Log ID: %2)"
"This log entry does not exist anymore.","This log entry does not exist anymore."
"Log entry has been deleted successfully.","Log entry has been deleted successfully."
"No log ID specified.","No log ID specified."
"No files have been exported or the backup files in the export_bkp folder have been deleted from the filesystem. Exported files don't exist anymore.","No files have been exported or the backup files in the export_bkp folder have been deleted from the filesystem. Exported files don't exist anymore."
"Please select log entries to delete.","Please select log entries to delete."
"Total of %1 log entries were successfully deleted.","Total of %1 log entries were successfully deleted."
"Please select log entries to download.","Please select log entries to download."
"Product Export - Manual Export","Product Export - Manual Export"
"Export type not specified.","Export type not specified."
"Please select objects to export.","Please select objects to export."
"No export profile specified.","No export profile specified."
"No files have been exported. Please check your XSL Template and/or profile filters.","No files have been exported. Please check your XSL Template and/or profile filters."
"Export of %1 %2 completed successfully in %3 seconds. Click <a href=""%4"">here</a> to download exported files.","Export of %1 %2 completed successfully in %3 seconds. Click <a href=""%4"">here</a> to download exported files."
"Error: %1","Error: %1"
"No profile selected or this profile does not exist anymore.","No profile selected or this profile does not exist anymore."
%1,%1
"Export Profiles","Export Profiles"
"Product Export - Profiles","Product Export - Profiles"
"This profile does not exist anymore.","This profile does not exist anymore."
"Profile has been deleted successfully.","Profile has been deleted successfully."
"No profile ID supplied.","No profile ID supplied."
"No files have been exported by the XSL Template, or the system temporary folder is not writable. Please check your XSL Template for filters/errors.","No files have been exported by the XSL Template, or the system temporary folder is not writable. Please check your XSL Template for filters/errors."
"The profile has been duplicated. Please make sure to enable it.","The profile has been duplicated. Please make sure to enable it."
"This profile no longer exists.","This profile no longer exists."
"Warning: You have enabled ""Export each %1 separately"". However, no unique variable was added to the ""filename"" of your output file in the ""Output Format"" tab. Because of this, when the export runs, multiple files with the same name will be created, and thus just one file gets saved, which is wrong. Please make sure to add a unique variable to the ""filename"" in the ""Output Format"" tab, so multiple files with unique filenames will be generated. A valid unique variable is %%lastentityid%% for example which is the last %2 id.","Warning: You have enabled ""Export each %1 separately"". However, no unique variable was added to the ""filename"" of your output file in the ""Output Format"" tab. Because of this, when the export runs, multiple files with the same name will be created, and thus just one file gets saved, which is wrong. Please make sure to add a unique variable to the ""filename"" in the ""Output Format"" tab, so multiple files with unique filenames will be generated. A valid unique variable is %%lastentityid%% for example which is the last %2 id."
"Edit %1 Export Profile '%2'","Edit %1 Export Profile '%2'"
"New Profile","New Profile"
"Please select profiles to delete.","Please select profiles to delete."
"Total of %1 profile(s) were successfully deleted.","Total of %1 profile(s) were successfully deleted."
"Please select profiles to update.","Please select profiles to update."
"Total of %1 profile(s) were successfully updated.","Total of %1 profile(s) were successfully updated."
"An error occurred while saving this export profile: %1","An error occurred while saving this export profile: %1"
"The export profile has been saved.","The export profile has been saved."
"'An error occurred while saving this export profile: ' .","'An error occurred while saving this export profile: ' ."
"No XSL Template supplied.","No XSL Template supplied."
"\n\nAttention: Could not save temporary file to store test export for serving the file to the browser.","\n\nAttention: Could not save temporary file to store test export for serving the file to the browser."
Tools,Tools
"Product Export - Tools","Product Export - Tools"
"No profiles / destinations to export specified.","No profiles / destinations to export specified."
"No settings file has been uploaded.","No settings file has been uploaded."
"Import failed. Decoding of JSON import format failed.","Import failed. Decoding of JSON import format failed."
"No profile ID found in job_code.","No profile ID found in job_code."
"Profile ID %1 does not seem to exist anymore.","Profile ID %1 does not seem to exist anymore."
products,products
"product reviews","product reviews"
categories,categories
Product,Product
"Product Review","Product Review"
Category,Category
"Could not find export entity ""%1""","Could not find export entity ""%1"""
"Local Directory","Local Directory"
"FTP Server","FTP Server"
"SFTP Server","SFTP Server"
"HTTP Server","HTTP Server"
"E-Mail Recipient(s)","E-Mail Recipient(s)"
Webservice/API,Webservice/API
"Custom Class","Custom Class"
"Custom class NOT found.","Custom class NOT found."
"Custom class found and ready to use.","Custom class found and ready to use."
"Ready to send emails.","Ready to send emails."
"Error while sending email: %1","Error while sending email: %1"
"No FTP-SSL functions found. Please compile PHP with SSL support.","No FTP-SSL functions found. Please compile PHP with SSL support."
"No FTP functions found. Please compile PHP with FTP support.","No FTP functions found. Please compile PHP with FTP support."
"Could not connect to FTP server. Please make sure that there is no firewall blocking the outgoing connection to the FTP server and that the timeout is set to a high enough value. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote FTP server. A firewall is probably blocking ingoing/outgoing FTP connections.","Could not connect to FTP server. Please make sure that there is no firewall blocking the outgoing connection to the FTP server and that the timeout is set to a high enough value. If this error keeps occurring, please get in touch with your server hoster / server administrator AND with the server hoster / server administrator of the remote FTP server. A firewall is probably blocking ingoing/outgoing FTP connections."
"Could not log into FTP server. Wrong username or password.","Could not log into FTP server. Wrong username or password."
"Could not change directory on FTP server to export directory. Please make sure the directory exists (base path must be exactly the same) and that we have rights to read in the directory.","Could not change directory on FTP server to export directory. Please make sure the directory exists (base path must be exactly the same) and that we have rights to read in the directory."
"Connection with FTP server tested successfully.","Connection with FTP server tested successfully."
"Destination ""%1"" (ID: %2): %3","Destination ""%1"" (ID: %2): %3"
